playerId,season,name,team,position,penalties_rank
8480950,2023,Ilya Lyubushkin,TOR,D,10.989010989010993
8480860,2023,Kevin Bahl,NJD,D,4.029304029304029
8476473,2023,Connor Murphy,CHI,D,26.007326007326
8481743,2023,Marc Del Gaizo,NSH,D,97.8021978021978
8480803,2023,Evan Bouchard,EDM,D,70.69597069597069
8477851,2023,Jordan Oesterle,CGY,D,84.43223443223444
8478396,2023,Noah Hanifin,VGK,D,60.256410256410255
8477244,2023,Chad Ruhwedel,NYR,D,91.20879120879121
8470600,2023,Ryan Suter,DAL,D,28.57142857142857
8477018,2023,Ben Hutton,VGK,D,64.1025641025641
8476931,2023,Jake McCabe,TOR,D,30.036630036630044
8481719,2023,Maxwell Crozier,TBL,D,84.43223443223444
8476892,2023,Colton Parayko,STL,D,73.99267399267399
8477034,2023,Jaycob Megna,CHI,D,8.791208791208788
8479998,2023,Mikey Anderson,LAK,D,90.47619047619048
8477950,2023,Tony DeAngelo,CAR,D,84.43223443223444
8482245,2023,Artem Zub,OTT,D,31.501831501831504
8478407,2023,Vince Dunn,SEA,D,26.373626373626365
8483490,2023,Pavel Mintyukov,ANA,D,94.50549450549451
8478451,2023,Ethan Bear,WSH,D,8.058608058608058
8480035,2023,Henri Jokiharju,BUF,D,50.54945054945055
8480049,2023,Dylan Samberg,WPG,D,43.58974358974359
8481521,2023,Ronnie Attard,PHI,D,3.663003663003664
8474151,2023,Ryan McDonagh,NSH,D,69.96336996336996
8476917,2023,Adam Pelech,NYI,D,73.07692307692308
8478450,2023,Parker Wotherspoon,BOS,D,77.28937728937728
8475233,2023,David Savard,MTL,D,34.06593406593407
8478013,2023,Jake Walman,DET,D,60.256410256410255
8477220,2023,Nate Schmidt,WPG,D,64.46886446886447
8479442,2023,Troy Stecher,EDM,D,31.86813186813187
8476463,2023,Jonas Brodin,MIN,D,84.43223443223444
8483565,2023,Nick Blankenburg,CBJ,D,91.94139194139194
8480192,2023,Johnathan Kovacevic,MTL,D,19.413919413919416
8482470,2023,Ilya Solovyov,CGY,D,10.256410256410248
8476372,2023,Nick Seeler,PHI,D,68.4981684981685
8480834,2023,Ty Emberson,SJS,D,59.34065934065934
8477335,2023,Kyle Burroughs,SJS,D,16.849816849816847
8471686,2023,Marc Staal,PHI,D,25.27472527472527
8476875,2023,Mike Matheson,MTL,D,57.875457875457876
8477932,2023,Aaron Ekblad,FLA,D,3.296703296703299
8481806,2023,Louis Crevier,CHI,D,69.23076923076923
8480070,2023,Ian Mitchell,BOS,D,0.366300366300365
8478178,2023,Darren Raddysh,TBL,D,93.4065934065934
8481598,2023,Philip Broberg,EDM,D,84.43223443223444
8471677,2023,Jack Johnson,COL,D,78.75457875457876
8480891,2023,Michael Kesselring,ARI,D,10.622710622710613
8480196,2023,Jacob Bryson,BUF,D,84.43223443223444
8477845,2023,Trevor van Riemsdyk,WSH,D,71.42857142857143
8480073,2023,Erik Brannstrom,OTT,D,39.1941391941392
8479398,2023,Samuel Girard,COL,D,91.57509157509158
8477986,2023,Brandon Montour,FLA,D,65.93406593406593
8480084,2023,Nick DeSimone,NJD,D,75.0915750915751
8478454,2023,Noah Juulsen,VAN,D,30.586080586080584
8475462,2023,Radko Gudas,ANA,D,2.930402930402934
8477447,2023,Shea Theodore,VGK,D,88.27838827838828
8476457,2023,Adam Larsson,SEA,D,50.91575091575092
8478397,2023,Rasmus Andersson,CGY,D,79.48717948717949
8482073,2023,Braden Schneider,NYR,D,74.35897435897436
8476312,2023,Josh Manson,COL,D,14.285714285714292
8479325,2023,Charlie McAvoy,BOS,D,80.21978021978022
8479983,2023,Mario Ferraro,SJS,D,43.223443223443226
8480246,2023,Nick Perbix,TBL,D,95.78754578754578
8470613,2023,Brent Burns,CAR,D,61.53846153846153
8476923,2023,Damon Severson,CBJ,D,13.736263736263737
8482684,2023,Luke Hughes,NJD,D,96.7032967032967
8471274,2023,Alex Goligoski,MIN,D,34.43223443223444
8475718,2023,Justin Holl,DET,D,6.593406593406598
8479976,2023,Juuso Valimaki,ARI,D,92.85714285714286
8480069,2023,Cale Makar,COL,D,98.9010989010989
8482858,2023,Ryker Evans,SEA,D,38.46153846153846
8477499,2023,Rasmus Ristolainen,PHI,D,84.43223443223444
8480990,2023,Declan Chisholm,MIN,D,22.7106227106227
8475753,2023,Justin Faulk,STL,D,23.80952380952381
8480873,2023,Rasmus Sandin,WSH,D,54.94505494505494
8477971,2023,Andreas Englund,LAK,D,76.19047619047619
8479345,2023,Jakob Chychrun,OTT,D,47.43589743589743
8483482,2023,Tristan Luneau,ANA,D,65.01831501831502
8482176,2023,Wyatt Kaiser,CHI,D,8.424908424908423
8479323,2023,Adam Fox,NYR,D,87.54578754578755
8477384,2023,Josh Brown,ARI,D,12.820512820512818
8481056,2023,Spencer Stastney,NSH,D,84.43223443223444
8482087,2023,Kaiden Guhle,MTL,D,26.739926739926744
8474013,2023,Ian Cole,VAN,D,13.736263736263737
8474031,2023,Kevin Shattenkirk,BOS,D,40.29304029304029
8482511,2023,Mason Lohrei,BOS,D,35.53113553113553
8478882,2023,Vladislav Gavrikov,LAK,D,78.3882783882784
8474574,2023,Tyler Myers,VAN,D,5.128205128205138
8475790,2023,Erik Gudbranson,CBJ,D,63.003663003663
8478468,2023,Jeremy Lauzon,NSH,D,19.04761904761905
8476467,2023,Jamie Oleksiak,SEA,D,32.96703296703298
8484304,2023,Uvis Balinskis,FLA,D,84.43223443223444
8475179,2023,Dmitry Kulikov,FLA,D,58.97435897435898
8479372,2023,Josh Mahura,FLA,D,29.670329670329664
8471709,2023,Marc-Edouard Vlasic,SJS,D,48.71794871794872
8475762,2023,Derek Forbort,BOS,D,59.70695970695971
8478859,2023,Niko Mikkola,FLA,D,35.16483516483517
8481708,2023,Zac Jones,NYR,D,25.641025641025635
8476429,2023,Scott Mayfield,NYI,D,36.26373626373627
8474578,2023,Erik Karlsson,PIT,D,72.52747252747253
8481542,2023,Moritz Seider,DET,D,53.47985347985348
8480336,2023,Sean Walker,COL,D,9.340659340659343
8482192,2023,Isaak Phillips,CHI,D,56.043956043956044
8470966,2023,Mark Giordano,TOR,D,7.509157509157504
8478055,2023,Gustav Forsling,FLA,D,56.776556776556774
8475188,2023,Brayden McNabb,VGK,D,46.15384615384615
8477810,2023,Joel Hanley,CGY,D,4.761904761904773
8481161,2023,Jake Christiansen,CBJ,D,45.78754578754579
8476879,2023,Cody Ceci,EDM,D,67.03296703296704
8478408,2023,Travis Dermott,ARI,D,20.146520146520146
8482929,2023,Emil Lilleberg,TBL,D,17.216117216117226
8481812,2023,Nikolai Knyzhov,SJS,D,43.956043956043956
8480184,2023,Gustav Lindstrom,ANA,D,7.509157509157504
8480001,2023,Urho Vaakanainen,ANA,D,68.86446886446886
8478021,2023,William Lagesson,ANA,D,21.97802197802197
8475750,2023,Jon Merrill,MIN,D,15.384615384615387
8481122,2023,Simon Benoit,TOR,D,36.630036630036635
8474590,2023,John Carlson,WSH,D,84.43223443223444
8475181,2023,Nick Leddy,STL,D,93.77289377289377
8480043,2023,Timothy Liljegren,TOR,D,63.73626373626374
8481524,2023,Bowen Byram,BUF,D,28.205128205128204
8478469,2023,Thomas Chabot,OTT,D,87.91208791208791
8476525,2023,Colin Miller,WPG,D,47.98534798534798
8474602,2023,Justin Schultz,SEA,D,18.681318681318686
8482730,2023,Brandt Clarke,LAK,D,50.18315018315018
8479576,2023,Vincent Desharnais,EDM,D,24.54212454212454
8481537,2023,Nikita Okhotiuk,CGY,D,9.340659340659343
8477541,2023,Dakota Mermis,MIN,D,32.234432234432234
8477506,2023,Ryan Pulock,NYI,D,70.32967032967034
8476891,2023,Matt Grzelcyk,BOS,D,23.443223443223445
8476885,2023,Jacob Trouba,NYR,D,31.13553113553114
8481568,2023,Alex Vlasic,CHI,D,75.45787545787546
8480145,2023,Neal Pionk,WPG,D,37.72893772893773
8480036,2023,Miro Heiskanen,DAL,D,95.23809523809524
8478443,2023,Brandon Carlo,BOS,D,12.087912087912088
8476792,2023,Torey Krug,STL,D,78.02197802197801
8481593,2023,Jayden Struble,MTL,D,46.88644688644688
8475171,2023,Oliver Ekman-Larsson,FLA,D,15.750915750915752
8477369,2023,Carson Soucy,VAN,D,90.84249084249085
8478038,2023,Devon Toews,COL,D,89.01098901098901
8474563,2023,Drew Doughty,LAK,D,33.33333333333334
8473507,2023,Jeff Petry,DET,D,28.937728937728934
8482142,2023,Jamie Drysdale,PHI,D,62.637362637362635
8476441,2023,Joel Edmundson,TOR,D,61.17216117216117
8478502,2023,Dennis Gilbert,CGY,D,84.43223443223444
8481567,2023,Henry Thrun,SJS,D,63.36996336996337
8475906,2023,John Klingberg,TOR,D,11.721611721611723
8476869,2023,Brady Skjei,CAR,D,53.84615384615385
8481206,2023,John Ludvig,PIT,D,9.890109890109883
8479439,2023,Jacob MacDonald,SJS,D,75.82417582417582
8481564,2023,Ryan Johnson,BUF,D,37.362637362637365
8475825,2023,Jani Hakanp,DAL,D,17.948717948717956
8481605,2023,Jackson LaCombe,ANA,D,33.69963369963371
8475167,2023,Victor Hedman,TBL,D,35.8974358974359
8480172,2023,Jan Rutta,SJS,D,39.743589743589745
8479425,2023,Filip Hronek,VAN,D,60.8058608058608
8477495,2023,Seth Jones,CHI,D,47.43589743589743
8480874,2023,Adam Ginning,PHI,D,84.43223443223444
8479402,2023,Jake Bean,CBJ,D,23.076923076923066
8475218,2023,Mattias Ekholm,EDM,D,44.688644688644686
8476856,2023,Matt Dumba,TBL,D,18.31501831501832
8476462,2023,Dougie Hamilton,NJD,D,0.73260073260073
8478011,2023,Louie Belpedio,PHI,D,84.43223443223444
8475197,2023,Tyson Barrie,NSH,D,84.43223443223444
8474568,2023,Luke Schenn,NSH,D,22.344322344322336
8480878,2023,Nils Lundkvist,DAL,D,24.175824175824175
8476958,2023,Jaccob Slavin,CAR,D,90.1098901098901
8483495,2023,Simon Nemec,NJD,D,71.06227106227107
8480879,2023,Jacob Bernard-Docker,OTT,D,41.75824175824175
8481546,2023,Cam York,PHI,D,46.52014652014652
8479371,2023,Dante Fabbro,NSH,D,20.51282051282051
8474145,2023,Robert Bortuzzo,NYI,D,2.3809523809523796
8482762,2023,Simon Edvinsson,DET,D,84.43223443223444
8481059,2023,Scott Perunovich,STL,D,95.78754578754578
8478136,2023,Jake Middleton,MIN,D,58.24175824175824
8480887,2023,Jordan Harris,MTL,D,52.014652014652015
8475690,2023,Chris Tanev,DAL,D,42.85714285714286
8476853,2023,Morgan Rielly,TOR,D,77.65567765567765
8474612,2023,Travis Hamonic,OTT,D,16.117216117216117
8481541,2023,Samuel Bolduc,NYI,D,55.31135531135531
8476902,2023,Esa Lindell,DAL,D,67.76556776556777
8482803,2023,Olen Zellweger,ANA,D,92.3076923076923
8482111,2023,Justin Barron,MTL,D,39.743589743589745
8482516,2023,Matthew Kessel,STL,D,45.05494505494505
8475208,2023,Brian Dumoulin,SEA,D,73.07692307692308
8478854,2023,Ryan Shea,PIT,D,49.633699633699635
8474716,2023,Jared Spurgeon,MIN,D,58.60805860805861
8481527,2023,Kaedan Korczak,VGK,D,36.996336996337
8482094,2023,Daemon Hunt,MIN,D,98.16849816849818
8474567,2023,Zach Bogosian,MIN,D,14.652014652014657
8481006,2023,Tyler Tucker,STL,D,2.3809523809523796
8477504,2023,Josh Morrissey,WPG,D,81.31868131868131
8476967,2023,Brett Kulak,EDM,D,27.10622710622711
8479980,2023,Nicolas Hague,VGK,D,65.01831501831502
8476874,2023,Olli Maatta,DET,D,79.12087912087912
8480727,2023,Zach Whitecloud,VGK,D,52.38095238095239
8476988,2023,Matt Benning,SJS,D,0.0
8482624,2023,Daniil Miromanov,CGY,D,41.02564102564102
8480222,2023,Sebastian Aho,NYI,D,98.53479853479854
8483460,2023,David Jiricek,CBJ,D,6.959706959706963
8481014,2023,Alexander Romanov,NYI,D,76.92307692307692
8474565,2023,Alex Pietrangelo,VGK,D,94.13919413919415
8478452,2023,Caleb Jones,COL,D,19.78021978021978
8479378,2023,Logan Stanley,WPG,D,1.098901098901095
8480839,2023,Rasmus Dahlin,BUF,D,73.62637362637362
8480884,2023,Calen Addison,SJS,D,45.42124542124542
8475279,2023,Ben Chiarot,DET,D,24.908424908424905
8476979,2023,Erik Gustafsson,NYR,D,42.490842490842496
8480800,2023,Quinn Hughes,VAN,D,72.16117216117216
8480817,2023,K'Andre Miller,NYR,D,56.41025641025641
8478460,2023,Zach Werenski,CBJ,D,68.13186813186813
8476331,2023,Dylan DeMelo,WPG,D,52.74725274725275
8476906,2023,Shayne Gostisbehere,DET,D,99.63369963369964
8482105,2023,Jake Sanderson,OTT,D,66.3003663003663
8477365,2023,Connor Clifton,BUF,D,27.655677655677664
8480823,2023,Alexander Alexeyev,WSH,D,40.65934065934066
8477969,2023,Marcus Pettersson,PIT,D,53.11355311355312
8477498,2023,Darnell Nurse,EDM,D,13.186813186813183
8475455,2023,Brenden Dillon,WPG,D,5.860805860805868
8479324,2023,Ryan Lindgren,NYR,D,89.37728937728937
8474090,2023,Brendan Smith,NJD,D,17.58241758241759
8474673,2023,TJ Brodie,TOR,D,57.142857142857146
8481701,2023,Santeri Hatakka,NJD,D,44.32234432234432
8482122,2023,Brock Faber,MIN,D,55.67765567765568
8473446,2023,Erik Johnson,PHI,D,94.87179487179488
8482655,2023,J.J. Moser,ARI,D,49.633699633699635
8478399,2023,Jonas Siegenthaler,NJD,D,51.64835164835165
8480865,2023,Noah Dobson,NYI,D,49.08424908424909
8481167,2023,Brayden Pachal,CGY,D,11.355311355311358
8479421,2023,Jacob Moverare,LAK,D,27.655677655677664
8481606,2023,Jordan Spence,LAK,D,71.7948717948718
8478507,2023,John Marino,NJD,D,74.72527472527473
8475797,2023,Jarred Tinordi,CHI,D,6.227106227106233
8481178,2023,Egor Zamula,PHI,D,21.24542124542124
8480807,2023,Mattias Samuelsson,BUF,D,5.494505494505503
8478851,2023,Alexandre Carrier,NSH,D,16.483516483516482
8481030,2023,Jack St. Ivany,PIT,D,48.35164835164834
8478416,2023,Erik Cernak,TBL,D,12.454212454212453
8482095,2023,Tyler Kleven,OTT,D,84.43223443223444
8481581,2023,Thomas Harley,DAL,D,88.64468864468864
8475177,2023,Calvin de Haan,TBL,D,41.39194139194139
8478430,2023,Oliver Kylington,CGY,D,15.018315018315022
8477948,2023,Travis Sanheim,PHI,D,80.76923076923077
8478017,2023,Mark Friedman,VAN,D,99.26739926739927
8475324,2023,Nick Jensen,WSH,D,96.33699633699634
8475200,2023,Dmitry Orlov,CAR,D,97.43589743589743
8478500,2023,Ivan Provorov,CBJ,D,89.74358974358975
8475764,2023,Cam Fowler,ANA,D,54.57875457875458
8480796,2023,Martin Fehervary,WSH,D,76.55677655677655
8479982,2023,Conor Timmins,TOR,D,4.395604395604394
8483466,2023,Kevin Korchinski,CHI,D,62.27106227106227
8477507,2023,Nikita Zadorov,VAN,D,1.8315018315018392
8482964,2023,Arber Xhekaj,MTL,D,1.46520146520146
8479410,2023,Mikhail Sergachev,TBL,D,30.586080586080584
8474600,2023,Roman Josi,NSH,D,67.3992673992674
8477435,2023,Ryan Graves,PIT,D,32.6007326007326
8482671,2023,Owen Power,BUF,D,54.21245421245421
8479458,2023,Nikita Zaitsev,CHI,D,38.095238095238095
8476422,2023,Mike Reilly,NYI,D,20.879120879120876
8478911,2023,Matt Roy,LAK,D,38.827838827838825
8479369,2023,Andrew Peeke,BOS,D,51.282051282051285
8480434,2023,Sean Durzi,ARI,D,42.12454212454212
8484258,2023,Sam Malinski,COL,D,65.56776556776558
8480058,2023,Pierre-Olivier Joseph,PIT,D,57.50915750915751
8478970,2023,Jalen Chatfield,CAR,D,61.904761904761905
8471724,2023,Kris Letang,PIT,D,21.611721611721606
8474618,2023,Marco Scandella,STL,D,80.76923076923077
8477938,2023,Haydn Fleury,TBL,D,69.5970695970696
8478840,2023,Will Borgen,SEA,D,29.3040293040293
8480871,2023,Adam Boqvist,CBJ,D,97.06959706959707
8474166,2023,Alec Martinez,VGK,D,92.85714285714286
8477346,2023,MacKenzie Weegar,CGY,D,34.7985347985348
8476854,2023,Hampus Lindholm,BOS,D,66.66666666666667
8477488,2023,Brett Pesce,CAR,D,79.85347985347985
