playerId,season,name,team,position,physicality_rank
8480950,2023,Ilya Lyubushkin,TOR,D,91.57509157509158
8480860,2023,Kevin Bahl,NJD,D,79.85347985347985
8476473,2023,Connor Murphy,CHI,D,87.54578754578755
8481743,2023,Marc Del Gaizo,NSH,D,90.10989010989012
8480803,2023,Evan Bouchard,EDM,D,24.54212454212454
8477851,2023,Jordan Oesterle,CGY,D,57.87545787545788
8478396,2023,Noah Hanifin,VGK,D,20.51282051282051
8477244,2023,Chad Ruhwedel,NYR,D,86.81318681318682
8470600,2023,Ryan Suter,DAL,D,36.63003663003663
8477018,2023,Ben Hutton,VGK,D,12.087912087912088
8476931,2023,Jake McCabe,TOR,D,90.84249084249085
8481719,2023,Maxwell Crozier,TBL,D,69.23076923076923
8476892,2023,Colton Parayko,STL,D,46.88644688644688
8477034,2023,Jaycob Megna,CHI,D,61.172161172161175
8479998,2023,Mikey Anderson,LAK,D,65.56776556776556
8477950,2023,Tony DeAngelo,CAR,D,1.465201465201465
8482245,2023,Artem Zub,OTT,D,73.62637362637363
8478407,2023,Vince Dunn,SEA,D,16.483516483516482
8483490,2023,Pavel Mintyukov,ANA,D,56.043956043956044
8478451,2023,Ethan Bear,WSH,D,30.76923076923077
8480035,2023,Henri Jokiharju,BUF,D,50.18315018315018
8480049,2023,Dylan Samberg,WPG,D,36.996336996337
8481521,2023,Ronnie Attard,PHI,D,83.88278388278388
8474151,2023,Ryan McDonagh,NSH,D,6.593406593406594
8476917,2023,Adam Pelech,NYI,D,42.49084249084249
8478450,2023,Parker Wotherspoon,BOS,D,83.15018315018315
8475233,2023,David Savard,MTL,D,41.02564102564102
8478013,2023,Jake Walman,DET,D,21.611721611721613
8477220,2023,Nate Schmidt,WPG,D,52.74725274725275
8479442,2023,Troy Stecher,EDM,D,54.57875457875458
8476463,2023,Jonas Brodin,MIN,D,2.197802197802198
8483565,2023,Nick Blankenburg,CBJ,D,79.48717948717949
8480192,2023,Johnathan Kovacevic,MTL,D,58.60805860805861
8482470,2023,Ilya Solovyov,CGY,D,61.53846153846154
8476372,2023,Nick Seeler,PHI,D,82.05128205128204
8480834,2023,Ty Emberson,SJS,D,95.97069597069597
8477335,2023,Kyle Burroughs,SJS,D,96.33699633699634
8471686,2023,Marc Staal,PHI,D,50.54945054945055
8476875,2023,Mike Matheson,MTL,D,19.78021978021978
8477932,2023,Aaron Ekblad,FLA,D,55.311355311355314
8481806,2023,Louis Crevier,CHI,D,62.27106227106227
8480070,2023,Ian Mitchell,BOS,D,3.6630036630036633
8478178,2023,Darren Raddysh,TBL,D,35.8974358974359
8481598,2023,Philip Broberg,EDM,D,8.424908424908425
8471677,2023,Jack Johnson,COL,D,47.985347985347985
8480891,2023,Michael Kesselring,ARI,D,75.45787545787546
8480196,2023,Jacob Bryson,BUF,D,13.553113553113553
8477845,2023,Trevor van Riemsdyk,WSH,D,4.761904761904762
8480073,2023,Erik Brannstrom,OTT,D,21.245421245421245
8479398,2023,Samuel Girard,COL,D,49.81684981684982
8477986,2023,Brandon Montour,FLA,D,57.14285714285714
8480084,2023,Nick DeSimone,NJD,D,46.15384615384615
8478454,2023,Noah Juulsen,VAN,D,99.26739926739927
8475462,2023,Radko Gudas,ANA,D,98.16849816849816
8477447,2023,Shea Theodore,VGK,D,0.7326007326007326
8476457,2023,Adam Larsson,SEA,D,71.06227106227107
8478397,2023,Rasmus Andersson,CGY,D,8.791208791208792
8482073,2023,Braden Schneider,NYR,D,85.71428571428571
8476312,2023,Josh Manson,COL,D,93.04029304029304
8479325,2023,Charlie McAvoy,BOS,D,73.26007326007326
8479983,2023,Mario Ferraro,SJS,D,58.24175824175825
8480246,2023,Nick Perbix,TBL,D,45.78754578754579
8470613,2023,Brent Burns,CAR,D,9.89010989010989
8476923,2023,Damon Severson,CBJ,D,16.84981684981685
8482684,2023,Luke Hughes,NJD,D,3.296703296703297
8471274,2023,Alex Goligoski,MIN,D,38.82783882783883
8475718,2023,Justin Holl,DET,D,76.19047619047619
8479976,2023,Juuso Valimaki,ARI,D,35.53113553113553
8480069,2023,Cale Makar,COL,D,7.6923076923076925
8482858,2023,Ryker Evans,SEA,D,68.86446886446886
8477499,2023,Rasmus Ristolainen,PHI,D,76.92307692307693
8480990,2023,Declan Chisholm,MIN,D,7.326007326007327
8475753,2023,Justin Faulk,STL,D,52.38095238095239
8480873,2023,Rasmus Sandin,WSH,D,39.56043956043956
8477971,2023,Andreas Englund,LAK,D,94.87179487179486
8479345,2023,Jakob Chychrun,OTT,D,23.809523809523807
8483482,2023,Tristan Luneau,ANA,D,58.97435897435898
8482176,2023,Wyatt Kaiser,CHI,D,26.73992673992674
8479323,2023,Adam Fox,NYR,D,15.384615384615385
8477384,2023,Josh Brown,ARI,D,94.13919413919413
8481056,2023,Spencer Stastney,NSH,D,0.3663003663003663
8482087,2023,Kaiden Guhle,MTL,D,59.34065934065934
8474013,2023,Ian Cole,VAN,D,47.61904761904761
8474031,2023,Kevin Shattenkirk,BOS,D,54.21245421245421
8482511,2023,Mason Lohrei,BOS,D,32.234432234432234
8478882,2023,Vladislav Gavrikov,LAK,D,17.216117216117215
8474574,2023,Tyler Myers,VAN,D,53.84615384615385
8475790,2023,Erik Gudbranson,CBJ,D,49.08424908424908
8478468,2023,Jeremy Lauzon,NSH,D,100.0
8476467,2023,Jamie Oleksiak,SEA,D,53.11355311355312
8484304,2023,Uvis Balinskis,FLA,D,65.2014652014652
8475179,2023,Dmitry Kulikov,FLA,D,80.21978021978022
8479372,2023,Josh Mahura,FLA,D,71.7948717948718
8471709,2023,Marc-Edouard Vlasic,SJS,D,23.076923076923077
8475762,2023,Derek Forbort,BOS,D,67.76556776556777
8478859,2023,Niko Mikkola,FLA,D,82.78388278388277
8481708,2023,Zac Jones,NYR,D,33.33333333333333
8476429,2023,Scott Mayfield,NYI,D,72.52747252747253
8474578,2023,Erik Karlsson,PIT,D,6.95970695970696
8481542,2023,Moritz Seider,DET,D,80.95238095238095
8480336,2023,Sean Walker,COL,D,53.47985347985348
8482192,2023,Isaak Phillips,CHI,D,78.02197802197803
8470966,2023,Mark Giordano,TOR,D,56.776556776556774
8478055,2023,Gustav Forsling,FLA,D,50.91575091575091
8475188,2023,Brayden McNabb,VGK,D,69.96336996336996
8477810,2023,Joel Hanley,CGY,D,60.43956043956044
8481161,2023,Jake Christiansen,CBJ,D,42.124542124542124
8476879,2023,Cody Ceci,EDM,D,42.857142857142854
8478408,2023,Travis Dermott,ARI,D,43.223443223443226
8482929,2023,Emil Lilleberg,TBL,D,95.6043956043956
8481812,2023,Nikolai Knyzhov,SJS,D,63.73626373626373
8480184,2023,Gustav Lindstrom,ANA,D,67.03296703296702
8480001,2023,Urho Vaakanainen,ANA,D,34.065934065934066
8478021,2023,William Lagesson,ANA,D,84.98168498168498
8475750,2023,Jon Merrill,MIN,D,28.57142857142857
8481122,2023,Simon Benoit,TOR,D,99.63369963369964
8474590,2023,John Carlson,WSH,D,20.146520146520146
8475181,2023,Nick Leddy,STL,D,12.82051282051282
8480043,2023,Timothy Liljegren,TOR,D,63.003663003663
8481524,2023,Bowen Byram,BUF,D,48.717948717948715
8478469,2023,Thomas Chabot,OTT,D,24.175824175824175
8476525,2023,Colin Miller,WPG,D,87.91208791208791
8474602,2023,Justin Schultz,SEA,D,9.523809523809524
8482730,2023,Brandt Clarke,LAK,D,10.989010989010989
8479576,2023,Vincent Desharnais,EDM,D,77.2893772893773
8481537,2023,Nikita Okhotiuk,CGY,D,96.7032967032967
8477541,2023,Dakota Mermis,MIN,D,46.52014652014652
8477506,2023,Ryan Pulock,NYI,D,60.8058608058608
8476891,2023,Matt Grzelcyk,BOS,D,34.798534798534796
8476885,2023,Jacob Trouba,NYR,D,87.17948717948718
8481568,2023,Alex Vlasic,CHI,D,19.413919413919416
8480145,2023,Neal Pionk,WPG,D,86.44688644688645
8480036,2023,Miro Heiskanen,DAL,D,18.315018315018314
8478443,2023,Brandon Carlo,BOS,D,69.59706959706959
8476792,2023,Torey Krug,STL,D,25.274725274725274
8481593,2023,Jayden Struble,MTL,D,88.27838827838828
8475171,2023,Oliver Ekman-Larsson,FLA,D,56.41025641025641
8477369,2023,Carson Soucy,VAN,D,66.66666666666666
8478038,2023,Devon Toews,COL,D,29.67032967032967
8474563,2023,Drew Doughty,LAK,D,39.1941391941392
8473507,2023,Jeff Petry,DET,D,79.12087912087912
8482142,2023,Jamie Drysdale,PHI,D,30.4029304029304
8476441,2023,Joel Edmundson,TOR,D,63.369963369963365
8478502,2023,Dennis Gilbert,CGY,D,89.37728937728939
8481567,2023,Henry Thrun,SJS,D,11.72161172161172
8475906,2023,John Klingberg,TOR,D,39.92673992673993
8476869,2023,Brady Skjei,CAR,D,25.64102564102564
8481206,2023,John Ludvig,PIT,D,97.43589743589743
8479439,2023,Jacob MacDonald,SJS,D,75.82417582417582
8481564,2023,Ryan Johnson,BUF,D,1.098901098901099
8475825,2023,Jani Hakanp,DAL,D,93.4065934065934
8481605,2023,Jackson LaCombe,ANA,D,18.681318681318682
8475167,2023,Victor Hedman,TBL,D,22.71062271062271
8480172,2023,Jan Rutta,SJS,D,40.29304029304029
8479425,2023,Filip Hronek,VAN,D,43.58974358974359
8477495,2023,Seth Jones,CHI,D,37.362637362637365
8480874,2023,Adam Ginning,PHI,D,89.74358974358975
8479402,2023,Jake Bean,CBJ,D,8.058608058608058
8475218,2023,Mattias Ekholm,EDM,D,64.46886446886447
8476856,2023,Matt Dumba,TBL,D,85.34798534798534
8476462,2023,Dougie Hamilton,NJD,D,31.5018315018315
8478011,2023,Louie Belpedio,PHI,D,76.55677655677655
8475197,2023,Tyson Barrie,NSH,D,5.86080586080586
8474568,2023,Luke Schenn,NSH,D,98.53479853479854
8480878,2023,Nils Lundkvist,DAL,D,38.095238095238095
8476958,2023,Jaccob Slavin,CAR,D,15.75091575091575
8483495,2023,Simon Nemec,NJD,D,4.395604395604396
8480879,2023,Jacob Bernard-Docker,OTT,D,41.75824175824176
8481546,2023,Cam York,PHI,D,28.205128205128204
8479371,2023,Dante Fabbro,NSH,D,27.472527472527474
8474145,2023,Robert Bortuzzo,NYI,D,78.75457875457876
8482762,2023,Simon Edvinsson,DET,D,64.1025641025641
8481059,2023,Scott Perunovich,STL,D,26.00732600732601
8478136,2023,Jake Middleton,MIN,D,71.42857142857143
8480887,2023,Jordan Harris,MTL,D,14.285714285714285
8475690,2023,Chris Tanev,DAL,D,17.94871794871795
8476853,2023,Morgan Rielly,TOR,D,47.25274725274725
8474612,2023,Travis Hamonic,OTT,D,59.70695970695971
8481541,2023,Samuel Bolduc,NYI,D,73.992673992674
8476902,2023,Esa Lindell,DAL,D,33.6996336996337
8482803,2023,Olen Zellweger,ANA,D,11.355311355311356
8482111,2023,Justin Barron,MTL,D,51.28205128205128
8482516,2023,Matthew Kessel,STL,D,44.32234432234432
8475208,2023,Brian Dumoulin,SEA,D,41.39194139194139
8478854,2023,Ryan Shea,PIT,D,44.68864468864469
8474716,2023,Jared Spurgeon,MIN,D,27.83882783882784
8481527,2023,Kaedan Korczak,VGK,D,74.72527472527473
8482094,2023,Daemon Hunt,MIN,D,40.65934065934066
8474567,2023,Zach Bogosian,MIN,D,67.3992673992674
8481006,2023,Tyler Tucker,STL,D,97.8021978021978
8477504,2023,Josh Morrissey,WPG,D,32.6007326007326
8476967,2023,Brett Kulak,EDM,D,45.42124542124542
8479980,2023,Nicolas Hague,VGK,D,81.31868131868131
8476874,2023,Olli Maatta,DET,D,29.304029304029307
8480727,2023,Zach Whitecloud,VGK,D,84.61538461538461
8476988,2023,Matt Benning,SJS,D,57.509157509157504
8482624,2023,Daniil Miromanov,CGY,D,2.93040293040293
8480222,2023,Sebastian Aho,NYI,D,31.868131868131865
8483460,2023,David Jiricek,CBJ,D,20.87912087912088
8481014,2023,Alexander Romanov,NYI,D,72.89377289377289
8474565,2023,Alex Pietrangelo,VGK,D,17.582417582417584
8478452,2023,Caleb Jones,COL,D,80.58608058608058
8479378,2023,Logan Stanley,WPG,D,89.01098901098901
8480839,2023,Rasmus Dahlin,BUF,D,70.6959706959707
8480884,2023,Calen Addison,SJS,D,30.036630036630036
8475279,2023,Ben Chiarot,DET,D,74.35897435897436
8476979,2023,Erik Gustafsson,NYR,D,35.16483516483517
8480800,2023,Quinn Hughes,VAN,D,1.8315018315018317
8480817,2023,K'Andre Miller,NYR,D,68.4981684981685
8478460,2023,Zach Werenski,CBJ,D,2.564102564102564
8476331,2023,Dylan DeMelo,WPG,D,75.0915750915751
8476906,2023,Shayne Gostisbehere,DET,D,6.227106227106227
8482105,2023,Jake Sanderson,OTT,D,15.018315018315018
8477365,2023,Connor Clifton,BUF,D,92.3076923076923
8480823,2023,Alexander Alexeyev,WSH,D,68.13186813186813
8477969,2023,Marcus Pettersson,PIT,D,48.35164835164835
8477498,2023,Darnell Nurse,EDM,D,77.65567765567766
8475455,2023,Brenden Dillon,WPG,D,95.23809523809523
8479324,2023,Ryan Lindgren,NYR,D,54.94505494505495
8474090,2023,Brendan Smith,NJD,D,81.68498168498168
8474673,2023,TJ Brodie,TOR,D,10.256410256410255
8481701,2023,Santeri Hatakka,NJD,D,65.93406593406593
8482122,2023,Brock Faber,MIN,D,19.047619047619047
8473446,2023,Erik Johnson,PHI,D,92.67399267399267
8482655,2023,J.J. Moser,ARI,D,49.45054945054945
8478399,2023,Jonas Siegenthaler,NJD,D,62.637362637362635
8480865,2023,Noah Dobson,NYI,D,31.135531135531135
8481167,2023,Brayden Pachal,CGY,D,93.77289377289377
8479421,2023,Jacob Moverare,LAK,D,36.26373626373626
8481606,2023,Jordan Spence,LAK,D,52.01465201465202
8478507,2023,John Marino,NJD,D,10.622710622710622
8475797,2023,Jarred Tinordi,CHI,D,98.9010989010989
8481178,2023,Egor Zamula,PHI,D,21.978021978021978
8480807,2023,Mattias Samuelsson,BUF,D,83.51648351648352
8478851,2023,Alexandre Carrier,NSH,D,24.90842490842491
8481030,2023,Jack St. Ivany,PIT,D,94.5054945054945
8478416,2023,Erik Cernak,TBL,D,91.20879120879121
8482095,2023,Tyler Kleven,OTT,D,55.67765567765568
8481581,2023,Thomas Harley,DAL,D,23.44322344322344
8475177,2023,Calvin de Haan,TBL,D,72.16117216117216
8478430,2023,Oliver Kylington,CGY,D,26.373626373626376
8477948,2023,Travis Sanheim,PHI,D,34.43223443223443
8478017,2023,Mark Friedman,VAN,D,82.41758241758241
8475324,2023,Nick Jensen,WSH,D,27.106227106227106
8475200,2023,Dmitry Orlov,CAR,D,61.904761904761905
8478500,2023,Ivan Provorov,CBJ,D,22.344322344322347
8475764,2023,Cam Fowler,ANA,D,9.157509157509157
8480796,2023,Martin Fehervary,WSH,D,91.94139194139194
8479982,2023,Conor Timmins,TOR,D,70.32967032967034
8483466,2023,Kevin Korchinski,CHI,D,5.128205128205128
8477507,2023,Nikita Zadorov,VAN,D,90.47619047619048
8482964,2023,Arber Xhekaj,MTL,D,97.06959706959707
8479410,2023,Mikhail Sergachev,TBL,D,37.72893772893773
8474600,2023,Roman Josi,NSH,D,12.454212454212454
8477435,2023,Ryan Graves,PIT,D,43.956043956043956
8482671,2023,Owen Power,BUF,D,13.186813186813188
8479458,2023,Nikita Zaitsev,CHI,D,84.24908424908425
8476422,2023,Mike Reilly,NYI,D,32.967032967032964
8478911,2023,Matt Roy,LAK,D,64.83516483516483
8479369,2023,Andrew Peeke,BOS,D,88.64468864468864
8480434,2023,Sean Durzi,ARI,D,14.652014652014653
8484258,2023,Sam Malinski,COL,D,28.93772893772894
8480058,2023,Pierre-Olivier Joseph,PIT,D,45.05494505494506
8478970,2023,Jalen Chatfield,CAR,D,38.46153846153847
8471724,2023,Kris Letang,PIT,D,51.64835164835166
8474618,2023,Marco Scandella,STL,D,66.30036630036629
8477938,2023,Haydn Fleury,TBL,D,60.07326007326007
8478840,2023,Will Borgen,SEA,D,86.08058608058609
8480871,2023,Adam Boqvist,CBJ,D,5.4945054945054945
8474166,2023,Alec Martinez,VGK,D,16.117216117216117
8477346,2023,MacKenzie Weegar,CGY,D,78.3882783882784
8476854,2023,Hampus Lindholm,BOS,D,13.91941391941392
8477488,2023,Brett Pesce,CAR,D,4.029304029304029
