playerId,season,name,team,position,expected_involvement
8476925,2023,Colton Sissons,NSH,C,3.215192953734696
8478047,2023,Michael Bunting,PIT,L,3.9710113989758407
8484166,2023,Adam Fantilli,CBJ,C,3.8757059997135945
8476389,2023,Vincent Trocheck,NYR,C,4.476345310550445
8476456,2023,Jonathan Huberdeau,CGY,C,3.2873893047836162
8471675,2023,Sidney Crosby,PIT,C,5.515911568958888
8481560,2023,Arthur Kaliyev,LAK,R,3.6859568334781554
8475191,2023,Reilly Smith,PIT,R,3.7105483676573288
8475791,2023,Taylor Hall,CHI,L,3.397753823785682
8478463,2023,Anthony Beauvillier,NSH,L,2.5725331606439914
8482155,2023,Alex Laferriere,LAK,R,3.121356502728545
8479941,2023,Justin Danforth,CBJ,R,3.9677358024123546
8480798,2023,Philipp Kurashev,CHI,C,2.8159696362595916
8476442,2023,Matt Nieto,PIT,L,3.3637837267808877
8477933,2023,Sam Reinhart,FLA,C,4.785353832474203
8475763,2023,Kevin Hayes,STL,R,3.281292949575697
8480829,2023,Jesperi Kotkaniemi,CAR,C,3.6579497680274677
8476453,2023,Nikita Kucherov,TBL,R,5.490043067853215
8481617,2023,Vasily Podkolzin,VAN,R,2.195161605619195
8474586,2023,Jordan Eberle,SEA,R,3.845154894972938
8479293,2023,Brandon Tanev,SEA,L,2.676872239647848
8478104,2023,Sammy Blais,STL,L,1.8017468916961419
8478445,2023,Mathew Barzal,NYI,C,4.329793313943068
8479675,2023,Trevor Moore,LAK,L,4.747873094164884
8478462,2023,Nicolas Roy,VGK,C,3.4681088277888996
8480074,2023,Alexandre Texier,CBJ,C,3.4736399476935578
8480835,2023,Jack Drury,CAR,C,3.454184755130438
8480845,2023,Rasmus Kupari,WPG,C,1.2334610595919582
8477839,2023,Conor Sheary,TBL,L,3.072291746414566
8477073,2023,Kurtis MacDermid,NJD,L,2.9103748286739104
8476882,2023,Teuvo Teravainen,CAR,L,3.838840814352872
8475220,2023,Marcus Foligno,MIN,L,3.265482487370786
8476393,2023,Nick Cousins,FLA,C,2.5659431099963506
8478483,2023,Mitch Marner,TOR,R,4.861179139860607
8484144,2023,Connor Bedard,CHI,C,3.339323756771493
8479291,2023,Kevin Rooney,CGY,C,3.2583443293531174
8475744,2023,Evgeny Kuznetsov,CAR,C,2.4856859771730284
8479671,2023,Mathieu Olivier,CBJ,R,2.9189984427384985
8473994,2023,Jamie Benn,DAL,L,3.9796046491497576
8477425,2023,Miles Wood,COL,L,3.426550030932653
8475765,2023,Vladimir Tarasenko,FLA,R,5.057557251315614
8476479,2023,Phillip Danault,LAK,C,4.200809674736495
8477402,2023,Pavel Buchnevich,STL,L,3.922262564585123
8482259,2023,Bobby McMann,TOR,C,4.4755303036195775
8480009,2023,Eeli Tolvanen,SEA,R,3.103286209174464
8473533,2023,Jordan Staal,CAR,C,2.91444655208622
8480039,2023,Martin Necas,CAR,C,3.7812298002683744
8481577,2023,Philip Tomasino,NSH,C,3.673457124522473
8475794,2023,Tyler Seguin,DAL,C,4.895424434455691
8479400,2023,Pierre-Luc Dubois,LAK,C,3.3947146729495064
8479385,2023,Jordan Kyrou,STL,C,4.366500011789713
8474102,2023,David Perron,DET,L,3.541829108546105
8478856,2023,Conor Garland,VAN,R,4.88874166526259
8480028,2023,Morgan Frost,PHI,C,3.766258550536542
8481093,2023,Rafael Harvey-Pinard,MTL,L,2.8015534064242837
8478414,2023,Timo Meier,NJD,R,3.8995666836335148
8481553,2023,Bobby Brink,PHI,R,3.795690492547
8477527,2023,Ross Johnston,ANA,L,1.4428713094367382
8482149,2023,Cole Perfetti,WPG,C,4.371952922930769
8482679,2023,Matt Coronato,CGY,R,3.2120650714281647
8482159,2023,Tyson Foerster,PHI,R,3.905959184003558
8478440,2023,Dylan Strome,WSH,C,3.802454611400627
8475768,2023,Jaden Schwartz,SEA,C,2.990108430692574
8481186,2023,Logan O'Connor,COL,R,3.7924707813869514
8478891,2023,Mason Appleton,WPG,C,3.2961214947618753
8480893,2023,Kirill Marchenko,CBJ,R,4.227502536322078
8470621,2023,Corey Perry,EDM,R,4.4553257877001124
8476346,2023,Johnny Gaudreau,CBJ,L,4.325433015337733
8480289,2023,Morgan Barron,WPG,C,3.1730161383886863
8476483,2023,Rickard Rakell,PIT,R,4.632448121601791
8480068,2023,Ryan Poehling,PHI,C,3.0591122182280723
8481013,2023,Jonatan Berggren,DET,R,5.621873553289225
8479996,2023,Cody Glass,NSH,C,2.941193573053029
8475692,2023,Mats Zuccarello,MIN,R,3.903957843316471
8478474,2023,Lawson Crouse,ARI,L,3.607441154865886
8475786,2023,Zach Hyman,EDM,L,6.561643375668405
8478439,2023,Travis Konecny,PHI,R,4.846976430443955
8479353,2023,Brett Howden,VGK,C,3.317302886892131
8475172,2023,Nazem Kadri,CGY,C,4.491409065012297
8474709,2023,Matt Martin,NYI,L,2.8562209694147547
8476460,2023,Mark Scheifele,WPG,C,4.317420851268242
8474034,2023,Pat Maroon,BOS,L,3.154283055564171
8476392,2023,Adam Lowry,WPG,C,3.3179492039343508
8480027,2023,Jason Robertson,DAL,L,4.801258868865535
8476960,2023,Andreas Athanasiou,CHI,C,2.7827643332451184
8476921,2023,Jordan Martinook,CAR,L,3.4646912348069416
8476454,2023,Ryan Nugent-Hopkins,EDM,C,4.763918678923895
8480849,2023,Barrett Hayton,ARI,C,2.776035641839371
8478519,2023,Anthony Cirelli,TBL,C,3.8503409342280444
8473419,2023,Brad Marchand,BOS,L,4.25726897062401
8475169,2023,Evander Kane,EDM,L,3.649072557170856
8482055,2023,Drew O'Connor,PIT,L,4.058402595190215
8477429,2023,Andrew Copp,DET,C,3.963592878358237
8480821,2023,Filip Zadina,SJS,R,2.7498310262850287
8478401,2023,Pavel Zacha,BOS,C,4.809253091608067
8480252,2023,Cole Guttman,CHI,C,1.9731937505329045
8477508,2023,Curtis Lazar,NJD,C,3.620737538719081
8479999,2023,Casey Mittelstadt,COL,C,5.114961380932775
8473986,2023,Alex Killorn,ANA,L,3.5079179027323364
8480848,2023,Ty Dellandrea,DAL,C,3.413931010227195
8482177,2023,Marat Khusnutdinov,MIN,C,1.9200215678519412
8476934,2023,Brock McGinn,ANA,L,2.1683317401709266
8482222,2023,Alexander Barabanov,SJS,L,2.304874373264492
8475158,2023,Ryan O'Reilly,NSH,C,4.421370395525553
8481533,2023,Trevor Zegras,ANA,C,3.4000089304609635
8477406,2023,Mattias Janmark,EDM,C,2.8123251602683728
8481618,2023,Alex Newhook,MTL,C,4.326637850481043
8471215,2023,Evgeni Malkin,PIT,C,4.4049501704052085
8479525,2023,Ross Colton,COL,C,3.941621188132469
8481028,2023,Martin Pospisil,CGY,C,4.177796106558665
8482699,2023,Dylan Guenther,ARI,R,4.368499471012706
8474715,2023,Cam Atkinson,PHI,R,3.1654065063277628
8480188,2023,Fabian Zetterlund,SJS,L,3.676163962777321
8476889,2023,Radek Faksa,DAL,C,3.273178528779969
8480801,2023,Brady Tkachuk,OTT,L,4.891358783123309
8480185,2023,Eetu Luostarinen,FLA,C,2.8007894936461883
8477964,2023,Ivan Barbashev,VGK,C,4.740777922884278
8475745,2023,Charlie Coyle,BOS,C,3.755095657203976
8478458,2023,Jack Roslovic,NYR,C,4.025230510676686
8480806,2023,Isac Lundestrom,ANA,C,2.381473128409778
8482659,2023,Josh Doan,ARI,R,6.297915046210289
8474641,2023,Adam Henrique,EDM,C,4.012458046418966
8477446,2023,Michael McCarron,NSH,R,3.7136793748880583
8478904,2023,Steven Lorentz,FLA,C,1.235003131183924
8480011,2023,Klim Kostin,SJS,C,3.0355172130431476
8478444,2023,Brock Boeser,VAN,R,4.853218623921116
8476880,2023,Tom Wilson,WSH,R,2.391139356379492
8478010,2023,Brayden Point,TBL,C,5.162177036538682
8481624,2023,Ilya Mikheyev,VAN,R,3.762860900238712
8477479,2023,Tyler Bertuzzi,TOR,L,4.609346648336377
8478402,2023,Connor McDavid,EDM,C,6.3779009110352245
8475343,2023,Nic Dowd,WSH,C,2.9846533074331374
8478043,2023,Sam Lafferty,VAN,C,3.3314870289059546
8471685,2023,Anze Kopitar,LAK,C,3.9920070815409554
8479414,2023,Nathan Bastian,NJD,R,2.838056363171909
8481481,2023,Blake Lizotte,LAK,C,3.099752430495834
8478472,2023,Mathieu Joseph,OTT,R,3.6929143090619783
8477947,2023,Sonny Milano,WSH,L,4.251915760798394
8474157,2023,Max Pacioretty,WSH,L,3.0868969418788783
8477330,2023,Dominik Kubalik,OTT,L,2.1067606698557557
8475810,2023,Bryan Rust,PIT,R,5.9683235918538555
8482740,2023,Wyatt Johnston,DAL,C,4.372906905714495
8482451,2023,Mikael Pyyhtia,CBJ,L,2.1080202132538153
8475722,2023,Jason Zucker,NSH,L,3.601645120469981
8479514,2023,Rem Pitlick,CHI,C,0.943741615131629
8476480,2023,Vladislav Namestnikov,WPG,C,4.190534321389171
8476459,2023,Mika Zibanejad,NYR,C,3.78986506568333
8477935,2023,Sam Bennett,FLA,C,4.4245891337059335
8481554,2023,Kaapo Kakko,NYR,R,3.1669687074935458
8474150,2023,Mikael Backlund,CGY,C,3.3688757433487013
8482062,2023,Cole Smith,NSH,L,3.148977858506728
8478133,2023,Jake Evans,MTL,C,2.909827583873123
8474141,2023,Patrick Kane,DET,R,4.272893042918208
8473512,2023,Claude Giroux,OTT,R,4.024327504810425
8477960,2023,Adrian Kempe,LAK,R,4.113758651305637
8476438,2023,Brandon Saad,STL,L,3.97841888076431
8476881,2023,Tomas Hertl,VGK,C,2.743708995599231
8478831,2023,Kevin Stenlund,FLA,C,2.0224112218855663
8478398,2023,Kyle Connor,WPG,L,4.117642098126891
8479336,2023,Carl Grundstrom,LAK,R,2.893929726172317
8471218,2023,Blake Wheeler,NYR,R,3.6554407447757664
8477931,2023,Tomas Nosek,NJD,L,2.5690140841552194
8479987,2023,Morgan Geekie,BOS,C,3.9214513204018497
8482110,2023,Dawson Mercer,NJD,C,3.3257354561850647
8479365,2023,Trent Frederic,BOS,C,4.022936893368373
8476399,2023,Blake Coleman,CGY,C,4.023916759604095
8476826,2023,Yanni Gourde,SEA,C,2.820862881975868
8481532,2023,Alex Turcotte,LAK,C,3.8483364538380265
8482667,2023,William Eklund,SJS,L,2.7535596617123383
8480797,2023,Joel Farabee,PHI,L,4.099111137971331
8477444,2023,Andre Burakovsky,SEA,L,2.0570713950515414
8475287,2023,Erik Haula,NJD,L,3.9042153463692615
8476871,2023,Tanner Pearson,MTL,L,2.5023322471777205
8477955,2023,Jared McCann,SEA,L,4.059322254359601
8482117,2023,Lukas Reichel,CHI,L,2.019845883724412
8480205,2023,Emil Bemstrom,PIT,C,3.32815383190617
8475760,2023,Nick Bjugstad,ARI,C,4.656357692096021
8473449,2023,Kyle Okposo,FLA,R,2.8496349238948793
8478550,2023,Artemi Panarin,NYR,L,5.348725019078916
8478413,2023,Jordan Greenway,BUF,L,3.676844311325374
8480855,2023,Jack McBain,ARI,C,4.61355323306833
8477903,2023,Garnet Hathaway,PHI,R,2.8112936307681586
8476278,2023,Colin Blackwell,CHI,C,2.350321089694692
8482720,2023,Matthew Knies,TOR,L,4.746746000060006
8474037,2023,James van Riemsdyk,BOS,L,3.386809711068515
8474189,2023,Lars Eller,PIT,C,3.0297715450003397
8477939,2023,William Nylander,TOR,R,4.417586313466058
8478449,2023,Roope Hintz,DAL,C,5.012450913395462
8482097,2023,Jack Quinn,BUF,R,5.305372065029697
8482705,2023,Cole Sillinger,CBJ,C,3.7668914478415467
8475164,2023,Jakob Silfverberg,ANA,R,2.175455788054257
8479368,2023,Max Jones,ANA,L,3.010998757920042
8481535,2023,Nils Hoglander,VAN,L,5.2103713974964245
8481528,2023,Dylan Cozens,BUF,C,3.7324495245218214
8480144,2023,David Kampf,TOR,C,2.8053486027718897
8477404,2023,Jake Guentzel,CAR,C,5.243388359678517
8476927,2023,Teddy Blueger,VAN,C,3.503708521896376
8474149,2023,Evgenii Dadonov,DAL,R,3.7575667193319555
8480220,2023,Noah Cates,PHI,L,3.2406406914915107
8480012,2023,Elias Pettersson,VAN,C,5.2716300628016235
8477478,2023,William Carrier,VGK,L,3.0186419128828117
8480002,2023,Nico Hischier,NJD,C,5.080893519100809
8477951,2023,Nick Schmaltz,ARI,C,3.5737550346540043
8477500,2023,Bo Horvat,NYI,C,4.466461797268201
8475168,2023,Matt Duchene,DAL,C,4.313659113607147
8478873,2023,Troy Terry,ANA,R,3.483958941969798
8475166,2023,John Tavares,TOR,C,4.035690993148401
8476458,2023,Ryan Strome,ANA,C,3.370482296701367
8484153,2023,Leo Carlsson,ANA,C,3.100648868058791
8484145,2023,Zach Benson,BUF,L,3.543523148514336
8474679,2023,Gustav Nyquist,NSH,C,4.63100927098014
8477919,2023,Frederick Gaudreau,MIN,C,1.9290744693375124
8480018,2023,Nick Suzuki,MTL,C,4.08676967542159
8475184,2023,Chris Kreider,NYR,L,4.339568888018628
8475726,2023,Tyler Toffoli,WPG,C,4.864234390319029
8477952,2023,Robby Fabbri,DET,C,3.594962908309291
8481522,2023,Peyton Krebs,BUF,C,2.945346538261329
8475855,2023,Jesper Fast,CAR,R,2.5477804094808953
8477987,2023,Ryan Donato,CHI,C,3.3038746409273405
8482660,2023,Kent Johnson,CBJ,C,3.8342594834582564
8477493,2023,Aleksander Barkov,FLA,C,4.8900743106595925
8476419,2023,Jean-Gabriel Pageau,NYI,C,3.0306436803146077
8478585,2023,Derek Ryan,EDM,C,1.8630265168458422
8478115,2023,Pierre Engvall,NYI,L,3.2052519563535062
8477501,2023,Valeri Nichushkin,COL,R,4.537365535649432
8476469,2023,Joel Armia,MTL,R,4.06781868129361
8480830,2023,Andrei Svechnikov,CAR,R,4.135035010883143
8478975,2023,Mason Marchment,DAL,L,4.526985446188542
8481556,2023,John Beecher,BOS,C,2.978653742943511
8477979,2023,Nicolas Aube-Kubel,WSH,R,3.1567978333820372
8480208,2023,Drake Batherson,OTT,R,4.009855262246122
8477450,2023,Jason Dickinson,CHI,C,3.8920513387685514
8483808,2023,Andrei Kuzmenko,CGY,L,4.6069339825390925
8481477,2023,Nico Sturm,SJS,C,2.618335106015069
8477497,2023,Sean Monahan,WPG,C,4.428855983105085
8481068,2023,Yegor Sharangovich,CGY,C,3.7380183396255067
8477492,2023,Nathan MacKinnon,COL,C,6.382430409114017
8478233,2023,Andrew Mangiapane,CGY,L,3.9104829192464323
8471817,2023,Ryan Reaves,TOR,R,2.472394923605683
8477944,2023,Jakub Vrana,STL,L,3.5884662845811337
8477407,2023,Anthony Duclair,TBL,L,4.3432827839880375
8481592,2023,Jakob Pelletier,CGY,L,3.5857642911343177
8484314,2023,Jiri Smejkal,OTT,L,1.3116497582328015
8482078,2023,Lucas Raymond,DET,L,4.3825100086909226
8476539,2023,Jonathan Marchessault,VGK,R,4.5549364318055545
8475170,2023,Brayden Schenn,STL,C,3.6242381123844876
8479318,2023,Auston Matthews,TOR,C,5.881042043509683
8482093,2023,Seth Jarvis,CAR,C,4.713667751718859
8475149,2023,Marcus Johansson,MIN,L,3.00986025984081
8478366,2023,Frank Vatrano,ANA,R,4.01236399289319
8479316,2023,Luke Kunin,SJS,C,2.040508962436477
8480078,2023,Filip Chytil,NYR,C,4.182240165117868
8480459,2023,Pius Suter,VAN,C,4.159340704917595
8476448,2023,William Karlsson,VGK,C,4.814056101839356
8482124,2023,Quinton Byfield,LAK,R,3.785015939986861
8479420,2023,Tage Thompson,BUF,C,4.369923298689428
8479339,2023,Patrik Laine,CBJ,L,4.0548266634660655
8477476,2023,Artturi Lehkonen,COL,L,5.514273949371013
8482125,2023,Alexander Holtz,NJD,R,3.603870579929461
8476981,2023,Josh Anderson,MTL,R,3.0639002443198007
8475225,2023,Craig Smith,DAL,C,3.409585542733803
8480023,2023,Robert Thomas,STL,C,4.322141877364781
8481550,2023,Adam Beckman,MIN,L,0.9900933052749972
8480802,2023,Ryan McLeod,EDM,C,3.6676389252322426
8483505,2023,Matthew Poitras,BOS,C,3.891478536136022
8479370,2023,Tyson Jost,BUF,C,2.4954192310462884
8479415,2023,Michael McLeod,NJD,C,5.003593333564644
8475231,2023,Casey Cizikas,NYI,C,3.140503355504383
8479992,2023,Michael Rasmussen,DET,C,3.6368473668018613
8478427,2023,Sebastian Aho,CAR,C,4.697985146879978
8476897,2023,Oskar Sundqvist,STL,C,2.0024460123508483
8475314,2023,Anders Lee,NYI,L,3.9810808896018237
8478466,2023,Daniel Sprong,DET,R,4.5356639330096185
8477416,2023,Oliver Bjorkstrand,SEA,R,3.385084709157152
8474870,2023,Tyler Johnson,CHI,C,1.877104721341872
8476374,2023,Sean Kuraly,CBJ,C,3.2873774909986646
8478569,2023,Noel Acciari,PIT,C,2.5683829960780877
8476329,2023,Travis Boyd,ARI,C,5.832425308545661
8481580,2023,Connor McMichael,WSH,C,2.923154262435368
8476905,2023,Chandler Stephenson,VGK,C,3.499238995686146
8477934,2023,Leon Draisaitl,EDM,C,5.2809254774969885
8474564,2023,Steven Stamkos,TBL,C,4.1925631675740735
8482113,2023,Anton Lundell,FLA,C,3.0578606233429855
8477409,2023,Carter Verhaeghe,FLA,C,4.896583028863819
8475714,2023,Calle Jarnkrok,TOR,C,4.510978351086753
8470604,2023,Jeff Carter,PIT,C,1.8885811900772422
8471214,2023,Alex Ovechkin,WSH,L,3.512254676076427
8477451,2023,Ryan Hartman,MIN,R,4.033309208394988
8482153,2023,Brendan Brisson,VGK,C,5.076057775562978
8479542,2023,Brandon Hagel,TBL,L,4.7409134401652935
8477496,2023,Elias Lindholm,VAN,C,3.2593378043610124
8478493,2023,Joel Eriksson Ek,MIN,C,4.8571780056841405
8475193,2023,Tomas Tatar,SEA,L,4.009369354858229
8477940,2023,Nikolaj Ehlers,WPG,L,5.238491509996196
8475913,2023,Mark Stone,VGK,R,4.397633553539448
8478542,2023,Evan Rodrigues,FLA,C,3.9135753243095897
8477942,2023,Kevin Fiala,LAK,L,4.109956747811415
8475235,2023,Nicolas Deslauriers,PHI,L,1.619081166171835
8482172,2023,Landon Slaggert,CHI,L,3.8958936803525797
8475151,2023,Kyle Palmieri,NYI,C,3.904611438918452
8474884,2023,Mike Hoffman,SJS,C,2.4668747262488093
8476461,2023,Sean Couturier,PHI,C,3.9083950236743212
8478403,2023,Jack Eichel,VGK,C,4.518301012306647
8473422,2023,Nick Foligno,CHI,L,3.0699863570608485
8477503,2023,Max Domi,TOR,C,5.515418150455517
8475784,2023,Jeff Skinner,BUF,L,4.514036461918199
8478498,2023,Jake DeBrusk,BOS,L,3.489091966537119
8480014,2023,Gabriel Vilardi,WPG,C,5.197744292248024
8475798,2023,Mikael Granlund,SJS,C,3.7067151500904862
8481559,2023,Jack Hughes,NJD,C,4.051760280649196
8482133,2023,Thomas Bordeleau,SJS,C,1.6653845561196303
8479407,2023,Jesper Bratt,NJD,L,5.367465099260836
8483431,2023,Logan Cooley,ARI,C,3.4768078076750575
8477989,2023,Christian Dvorak,MTL,C,2.856609810330445
8478508,2023,Yakov Trenin,COL,C,3.1943643170924636
8480113,2023,Alex Iafallo,WPG,L,3.349955547129159
8476292,2023,Ondrej Palat,NJD,L,3.9121782325779026
8479977,2023,Kailer Yamamoto,SEA,R,2.4251875771808
8476887,2023,Filip Forsberg,NSH,L,5.127116556531039
8477998,2023,Warren Foegele,EDM,L,4.324341406066748
8477511,2023,Anthony Mantha,VGK,R,4.949275255323895
8477953,2023,Kasperi Kapanen,STL,R,2.9641546748833005
8478864,2023,Kirill Kaprizov,MIN,L,5.318916054384554
8479314,2023,Matthew Tkachuk,FLA,L,4.78998848099829
8476624,2023,Barclay Goodrow,NYR,C,2.280872420447836
8478432,2023,Christian Fischer,DET,R,3.254751274124135
8477956,2023,David Pastrnak,BOS,R,5.590594821842704
8479520,2023,Brandon Duhaime,COL,R,3.134427480229834
8479661,2023,Tanner Jeannot,TBL,L,2.790259172347301
8478042,2023,Viktor Arvidsson,LAK,R,4.69732190326178
8477946,2023,Dylan Larkin,DET,C,4.973025509691467
8477949,2023,Alex Tuch,BUF,R,4.534912174272029
8476872,2023,Scott Laughton,PHI,C,3.4935988384743935
8480762,2023,Eric Robinson,BUF,L,2.5529932105412083
8478434,2023,Keegan Kolesar,VGK,R,2.727216129743961
8481601,2023,Simon Holmstrom,NYI,R,3.1299203003197187
8479343,2023,Clayton Keller,ARI,R,3.923765367360742
8481540,2023,Cole Caufield,MTL,R,4.235878542975066
8479346,2023,Dillon Dube,CGY,C,2.6856433061613174
8480015,2023,Owen Tippett,PHI,R,4.519702336864298
8476432,2023,Boone Jenner,CBJ,C,4.290507628592453
8484325,2023,Waltteri Merela,TBL,C,2.152958352130784
8473504,2023,Cal Clutterbuck,NYI,R,3.196656452194811
8483491,2023,Ivan Miroshnichenko,WSH,L,2.7933887519825547
8475793,2023,Ryan Johansen,COL,C,2.9791192054061235
8481711,2023,Matias Maccelli,ARI,L,4.096040802275042
8471698,2023,T.J. Oshie,WSH,R,2.617008234846228
8482077,2023,Dylan Holloway,EDM,L,2.898355433529559
8478109,2023,Victor Olofsson,BUF,L,3.6309448289453043
8470794,2023,Joe Pavelski,DAL,C,4.300439449731581
8475848,2023,Brendan Gallagher,MTL,R,3.5017317356998263
8480789,2023,Oliver Wahlstrom,NYI,R,2.68164071785883
8475799,2023,Nino Niederreiter,WPG,R,3.3797438625398417
8475754,2023,Brock Nelson,NYI,C,4.380820037738726
8481656,2023,Aliaksei Protas,WSH,C,3.7580456820753603
8476878,2023,Zemgus Girgensons,BUF,L,2.8692981304986436
8478420,2023,Mikko Rantanen,COL,R,5.540176806886583
8477456,2023,J.T. Compher,DET,L,3.8198318122615773
8482745,2023,Mason McTavish,ANA,C,4.382924682222653
